filePath,Class_Description,XMin,XMax,YMin,YMax
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-GN-2548.png,Apple,0.614375,0.88375,0.2175,0.583333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-53a5590f44f09ef9.png,Taco,0.151875,0.89875,0.065,0.9658329999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-GN-25690.png,Hamburger,0.541333,0.999333,0.151151,0.9079079999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-046cdafc1478122e.png,Tomato,0.0,0.134375,0.279646,0.499115
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-GN-7983.png,Sandwich,0.33875,0.766875,0.112134,0.430962
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-42d324a84e7b1a99.png,Bread,0.176875,0.758125,0.38932100000000003,0.94327
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-21020.png,Hot dog,0.67625,1.0,0.0,0.8975
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-d0310f680b3847fb.png,Juice,0.34586500000000003,0.8364659999999999,0.36875,0.76125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-HFlip-42829.png,Waffle,0.779687,0.9890629999999999,0.43906300000000004,0.6375
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-30c2098e6c0bad5e.png,Coffee,0.2775,0.7425,0.263333,0.803333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-32687.png,Lobster,0.187908,0.785948,0.23365999999999998,0.668301
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-12a80172aa3fabec.png,Pasta,0.0,0.999375,0.06585099999999999,0.8758229999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-0d4ae6d5cae1633c.png,Cheese,0.04875,0.91125,0.0,0.999137
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-32903.png,Bagel,0.025,0.40875,0.23921199999999998,0.855535
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-5e2f35b56f7860f4.png,Bread,0.125625,0.80375,0.055347,0.8095680000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-11000.png,Lemon,0.760742,0.967773,0.512039,0.6789729999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-GN-1106.png,Cookie,0.468125,0.700625,0.478333,0.691667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Salad-f8fb7df0d47bcdfc.png,Salad,0.198125,0.458125,0.1275,0.334167
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-3dbf63b3a8eff311.png,Apple,0.079375,0.4775,0.301126,0.924953
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-3524.png,Hot dog,0.71875,0.950625,0.302304,0.9668200000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-93b783d504b45ceb.png,Pizza,0.0,1.0,0.008333,0.958333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-13731.png,Lobster,0.2025,0.378125,0.280582,0.661249
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-8abb69ecce3fda68.png,Muffin,0.030625,0.199375,0.881468,0.999059
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-GN-15843.png,Lobster,0.0,0.999375,0.0,0.63
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-6563.png,Pancake,0.06,0.97125,0.089212,0.9232360000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-17552.png,Carrot,0.019375,0.464375,0.36491599999999996,0.772045
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-eebad404eb1e678a.png,Pear,0.324375,0.593125,0.338333,0.713333
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Banana-GN-27770.png,Banana,0.7075,0.8825,0.11,0.51125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-14815.png,Hot dog,0.125625,0.581875,0.315833,0.854167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-GN-6800.png,Lobster,0.0,0.20666700000000002,0.6809999999999999,0.987
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-1313d19e163e93a4.png,Orange,0.2075,0.814375,0.0475,0.8325
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-GN-17110.png,Broccoli,0.0,0.999375,0.0,0.9991629999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-HFlip-29354.png,Hot dog,0.14,0.54875,0.278333,0.9975
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-1f6d988050400952.png,Apple,0.14941400000000002,0.7402340000000001,0.03125,0.890625
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-190910b4fe33fba1.png,Cookie,0.004375,0.20125,0.048780000000000004,0.342402
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-21673.png,Carrot,0.12,0.5775,0.192635,0.71577
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-GN-3975.png,Pancake,0.0,0.999375,0.295,0.95625
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-1dea9c119a5d2bc9.png,Strawberry,0.228125,0.34125,0.5625,0.715
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-4673.png,Potato,0.74625,0.860625,0.47556400000000004,0.7114659999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-462b6da14feeca60.png,Egg (Food),0.27625,0.52375,0.36875,0.60125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-GN-4876.png,Lobster,0.209375,0.8775,0.196667,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-GN-934.png,Pizza,0.0,0.9875,0.001667,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-0f9d18fb21293774.png,Cheese,0.033125,0.498125,0.149393,0.734827
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-49bde685db3da071.png,Grape,0.0,0.33799999999999997,0.222,0.723
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-40542d42bb6c014b.png,Apple,0.400625,0.5725,0.735833,0.943333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-HFlip-43366.png,Waffle,0.4525,0.685,0.2675,0.4675
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hot dog-GN-18034.png,Hot dog,0.033125,0.9675,0.124375,0.90125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-GN-7054.png,Pasta,0.315,0.7275,0.70125,0.92
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-f482a3ae56f67c3a.png,Strawberry,0.585625,0.843125,0.4525,0.825
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-GN-17200.png,Bagel,0.35125,0.649375,0.341463,0.60788
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-bdebf0af1b69be9c.png,Muffin,0.056641,0.546875,0.264974,0.794922
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-a709cd94ccbef18a.png,Lobster,0.073125,0.999375,0.0425,0.830833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-3721c1eb21d8846f.png,Strawberry,0.0066099999999999996,1.0,0.0,0.909375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Lobster-HFlip-3402.png,Lobster,0.07714800000000001,0.9355469999999999,0.356771,0.9720049999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-44404.png,Taco,0.21,0.53125,0.52,0.9375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Bagel-VFlip-24650.png,Bagel,0.015,0.98,0.0675,0.96875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-45206.png,Potato,0.638125,0.965625,0.120833,0.458333
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-198e203182990767.png,Juice,0.363125,0.598125,0.265833,0.761667
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pancake-86ebb3ed30f81e26.png,Pancake,0.125869,0.9993049999999999,0.0,0.898125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Banana-82ace28d2b37ecfc.png,Banana,0.065625,0.9984379999999999,0.11875,0.925
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-ff2ae958e4c189e0.png,Grape,0.0,0.885,0.0,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-107c499dc12a8bd1.png,Tomato,0.032957,0.208098,0.50625,0.6175
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pancake-8afea9656b46cfcb.png,Pancake,0.041016000000000004,0.983398,0.027510000000000003,0.946355
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-bc0d75a62c885279.png,Waffle,0.445,0.87625,0.09083300000000001,0.994167
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hot dog-5dfbd3657dd34e08.png,Hot dog,0.574375,0.725,0.558333,0.6675
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-22877.png,Potato,0.546875,0.83875,0.404127,0.914875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Broccoli-GN-11504.png,Broccoli,0.466875,0.774375,0.5075,0.9075
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-ca87e31dce206411.png,Muffin,0.0,0.327392,0.7025,0.999375
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-12c5b8d5dcd787c3.png,Pizza,0.105625,0.84625,0.006567,0.77955
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-36e426497f3033b4.png,Lemon,0.0,0.145,0.945,0.998333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-1e8ab09f24baaa0a.png,Tomato,0.163125,0.599375,0.317606,0.757746
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-8c9697357929a5cc.png,Cookie,0.0,0.029375,0.775,0.841875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-29829.png,Taco,0.062037,0.883333,0.296296,0.999074
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-GN-8278.png,Hamburger,0.0,0.94625,0.1425,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Carrot-22025c92ab2e46b7.png,Carrot,0.044375,0.999375,0.000915,0.999085
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-4782.png,Pancake,0.146875,0.713125,0.428705,0.9840530000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-d47f5baf14e0a838.png,Pasta,0.05625,0.288281,0.013541999999999998,0.24166700000000002
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Broccoli-41443072b4e17b4e.png,Broccoli,0.040917,0.23404299999999997,0.548098,0.765101
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-89a8f457060413de.png,Apple,0.614375,0.88375,0.2175,0.583333
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hamburger-13f11e82c052ea7d.png,Hamburger,0.430625,0.919375,0.196667,0.756667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-HFlip-29611.png,Hamburger,0.23452199999999998,0.7523449999999999,0.53375,0.745625
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Banana-GN-20859.png,Banana,0.301875,0.415625,0.134167,0.208333
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-GN-24254.png,Cheese,0.065833,0.893333,0.11375,0.8025
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-23e38a2d80fee192.png,Cheese,0.0,0.111875,0.660833,0.9525
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-VFlip-42407.png,Hamburger,0.559375,0.871875,0.021875,0.429688
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-HFlip-20408.png,Waffle,0.19,0.879375,0.0,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pancake-bda309809ab91ba8.png,Pancake,0.026144,0.36601300000000003,0.789216,0.9836600000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-704b7b6d48bb3c7d.png,Coffee,0.205882,0.753268,0.24836599999999998,0.808824
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-9dbf8bdbe67c6a32.png,Potato,0.580529,0.772837,0.602716,0.8234299999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-0da81032baa15e9c.png,Pasta,0.11875,0.999375,0.0,0.998886
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-27209.png,Carrot,0.517187,0.9359379999999999,0.3625,0.970833
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cucumber-56aeeedd9b18ffe5.png,Cucumber,0.0,0.24625,0.288333,0.845833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-42954.png,Potato,0.47375,0.6125,0.009398,0.182331
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-60300629fe6b7a73.png,Lobster,0.01625,0.999375,0.0,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-7cea1f637ea3f37d.png,Coffee,0.220133,0.9988940000000001,0.366875,0.941875
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-09abc80dfc90fb16.png,Muffin,0.0,0.51125,0.048333,0.8625
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-646.png,Lemon,0.024375,0.31375,0.281132,0.617925
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-GN-7995.png,Waffle,0.073125,0.393125,0.514167,0.965
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-HFlip-43618.png,Waffle,0.321895,0.9738559999999999,0.385621,0.9673200000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-aa1ab937a3db464a.png,Pizza,0.0,1.0,0.035833,0.9925
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-44265.png,Sandwich,0.0,1.0,0.003125,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-GN-18462.png,Potato,0.021875,0.898125,0.099437,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-9cf5d2d56d2a7ba9.png,Pizza,0.0,1.0,0.001157,0.979167
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Broccoli-53eac2c6f0108aac.png,Broccoli,0.22466999999999998,0.41233500000000006,0.37375,0.565
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-HFlip-45565.png,Hamburger,0.23452199999999998,0.7523449999999999,0.53375,0.745625
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-d5b2d63c034e324a.png,Bread,0.306875,0.716875,0.401667,0.914167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-27749.png,Cucumber,0.279375,0.3775,0.5525,0.750833
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-31551.png,Carrot,0.3,0.758,0.263333,0.736667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-21193.png,Sandwich,0.000625,1.0,0.000833,0.995833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-GN-14389.png,Potato,0.515625,0.694375,0.21151999999999999,0.439093
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-a38775896ad2d2b3.png,Cookie,0.54375,0.8025,0.11257,0.34521599999999997
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cheese-GN-15284.png,Cheese,0.681875,0.841875,0.5093810000000001,0.680113
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-GN-16295.png,Pasta,0.059375,0.914375,0.224203,0.932458
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-ca535b6085667fbc.png,Cookie,0.150094,0.500938,0.47875,0.866875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-789717952a55be3c.png,Strawberry,0.656667,0.963333,0.76875,0.94125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-1f107f3072d5be66.png,Tomato,0.52125,0.603125,0.610833,0.711667
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-60083639a54fd300.png,Apple,0.374375,0.50625,0.781667,0.953333
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-26182.png,Lemon,0.73,0.855625,0.154167,0.353333
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Coffee-8150cb82ea4b75e0.png,Coffee,0.008351,0.956159,0.042187999999999996,0.8421879999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-3895a3f37a04f606.png,Bread,0.083333,0.907552,0.0,0.999023
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-abee19e4a597f544.png,Tomato,0.0,0.2625,0.40375,0.71875
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-07b7786c4178f08b.png,Egg (Food),0.19625,0.475,0.25725,0.764266
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-6eab2e122438df87.png,Waffle,0.065625,0.898438,0.110937,0.9078120000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Banana-c95c7a5a8a81883c.png,Banana,0.098745,0.522176,0.32,0.999375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-29360.png,Carrot,0.39799999999999996,0.997,0.0,0.769115
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-b12ec61a3148690e.png,Bread,0.0,0.619375,0.15,0.9886790000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-GN-5205.png,Egg (Food),0.0,0.15625,0.39375,0.570833
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-43432.png,Taco,0.333333,0.855556,0.36722,0.8298760000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-GN-3090.png,Pizza,0.05973,0.993577,0.0,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-45103.png,Sandwich,0.139375,0.885,0.120833,0.570833
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-0bbecfead37f3b87.png,Grape,0.0,0.9985120000000001,0.0,0.998884
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hamburger-344c7ecc9384d2a9.png,Hamburger,0.1225,0.5775,0.0,0.9840530000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-HFlip-43676.png,Burrito,0.25239,0.862333,0.211429,0.741429
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Hamburger-91be4edcd74d4b57.png,Hamburger,0.0,0.999059,0.035,0.76125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cheese-f40cdbc2da16055d.png,Cheese,0.0,0.264375,0.37,0.976667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Sandwich-HFlip-26311.png,Sandwich,0.000833,1.0,0.091875,0.933125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Broccoli-d2bc1d5279bb791d.png,Broccoli,0.0,0.999375,0.0,0.9991629999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-GN-5334.png,Pancake,0.109477,0.575163,0.643791,0.9199350000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-edcc79f2a1e2eed4.png,Tomato,0.321092,0.39548,0.469375,0.54125
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Waffle-GN-13764.png,Waffle,0.14843800000000001,0.70625,0.1875,0.710938
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-18c1a2cf38f053fe.png,Bread,0.06625,0.510625,0.131132,0.990566
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-1a072926beaaedff.png,Lobster,0.06125,0.998125,0.2225,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-0ca2eff604b55ab4.png,Lemon,0.799375,0.98375,0.311628,0.582326
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-GN-30160.png,Pear,0.29843800000000004,0.476562,0.516667,0.6125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-GN-1890.png,Apple,0.045625,0.999375,0.0,0.99905
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-0334b68f77e753c8.png,Pasta,0.095,0.75,0.32625,0.6775
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Juice-f44c87b6f0f9acf6.png,Juice,0.126302,0.35026,0.512695,0.735352
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-c2c783eb8e40fdae.png,Apple,0.0,0.032227,0.630657,0.709489
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-HFlip-17917.png,Burrito,0.1425,0.60875,0.290566,0.624528
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Salad-bb4619850688891e.png,Salad,0.0,0.999375,0.024390000000000002,0.9990620000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Grape-b1f1693b7692183d.png,Grape,0.0425,0.730625,0.134167,0.885
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-GN-8504.png,Orange,0.15359,0.915559,0.091,0.961
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Orange-GN-11818.png,Orange,0.341875,0.4925,0.591667,0.796667
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-GN-9973.png,Pasta,0.014254,0.8552629999999999,0.062865,0.9853799999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-cf4899ff91bc7e52.png,Lobster,0.560976,0.986867,0.1975,0.59125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-8e9888b20bf97a70.png,French fries,0.661667,0.98,0.061875,0.213125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cucumber-4c2048731308b6d8.png,Cucumber,0.245833,0.550833,0.158125,0.903125
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pancake-5f21fef6bb75cf30.png,Pancake,0.17625,0.635625,0.494371,0.8517819999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-7241.png,Cucumber,0.0,0.9339,0.401875,0.906875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-10e4d6976279450d.png,Potato,0.17968800000000001,0.8390629999999999,0.0,0.78125
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Egg (Food)-5203cc6c2c19e0d9.png,Egg (Food),0.32865900000000003,0.47765100000000005,0.405625,0.53
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-24f9327d874b20f0.png,Lobster,0.554375,0.999375,0.0,0.74758
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-1d8bdfdede3e2e1d.png,Lemon,0.63125,0.820625,0.075985,0.370544
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-14336.png,Pancake,0.037931,1.0,0.217241,0.9465520000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-275d413e84006a98.png,Pizza,0.078571,0.902857,0.036778,0.8721540000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-43906.png,Potato,0.47375,0.61375,0.7248829999999999,0.869484
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-1333066f6c1fdc81.png,Tomato,0.15625,0.653125,0.2625,0.520312
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-6a85db1afd72c89b.png,Muffin,0.024,0.555,0.408667,0.662
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Apple-9005a954215268ed.png,Apple,0.491875,0.689375,0.46866,0.8370299999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Taco-HFlip-42539.png,Taco,0.165,0.55375,0.10694200000000001,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-HFlip-15069.png,Pear,0.49653,0.738801,0.2,0.48875
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pear-dd85eb4173139de0.png,Pear,0.14843800000000001,0.445312,0.633333,0.997917
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-2dc398e16e53059f.png,Bread,0.16522699999999998,0.839093,0.075521,0.834635
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Bread-2cdc2ffe3ce71dd6.png,Bread,0.053125,0.98625,0.0475,0.750833
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Muffin-152bc1fdd09e4d0a.png,Muffin,0.19133599999999998,0.8122739999999999,0.205,0.58
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Hamburger-VFlip-27850.png,Hamburger,0.0,0.560938,0.284375,0.8640629999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-1b5e15e6ef8195d5.png,Lemon,0.64625,0.775,0.023333,0.215
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-1ac123f360f5727f.png,Pizza,0.123125,0.83125,0.325833,0.999167
/content/drive/My Drive/APS360 Project/v6-dataset/train-1/Cookie-1105bc2cd2a65219.png,Cookie,0.16406199999999999,0.8875,0.265625,0.9015629999999999
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Carrot-GN-3367.png,Carrot,0.1975,0.44,0.388268,0.957169
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lemon-GN-22150.png,Lemon,0.275625,0.854375,0.032957,0.9152540000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Pasta-GN-10165.png,Pasta,0.013672,0.9306639999999999,0.030208,0.965625
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Cucumber-GN-28166.png,Cucumber,0.41793900000000006,0.5846060000000001,0.46625,0.584375
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-0da605e41515da7e.png,French fries,0.027000000000000003,0.9109999999999999,0.033033,0.9609610000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/Lobster-fb1744233365968d.png,Lobster,0.339375,0.580625,0.5301319999999999,0.9227870000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pancake-HFlip-19912.png,Pancake,0.005625,0.696875,0.179174,1.0
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-HFlip-18127.png,Potato,0.58625,1.0,0.023333,0.601667
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Burrito-GN-25748.png,Burrito,0.0,0.996732,0.45915,0.8643790000000001
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Strawberry-3b93d7d5141245f6.png,Strawberry,0.510625,0.77,0.11830999999999998,0.371127
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Tomato-e3c2942c824a902c.png,Tomato,0.035625,0.24875,0.5575,0.695
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Potato-GN-8056.png,Potato,0.0225,0.14875,0.31083299999999997,0.669167
/content/drive/My Drive/APS360 Project/v6-dataset/train-3/Pizza-7ad9ca9c9bebd8d2.png,Pizza,0.035,0.96375,0.079332,0.951983
/content/drive/My Drive/APS360 Project/v6-dataset/train-2/French fries-0c4dedaf3a1271a6.png,French fries,0.42288100000000006,0.48416800000000004,0.8,0.8888889999999999
